country,p0p1,p1p2,p2p3,p3p4,p4p5,p5p6,p6p7,p7p8,p8p9,p9p10,p10p11,p11p12,p12p13,p13p14,p14p15,p15p16,p16p17,p17p18,p18p19,p19p20,p20p21,p21p22,p22p23,p23p24,p24p25,p25p26,p26p27,p27p28,p28p29,p29p30,p30p31,p31p32,p32p33,p33p34,p34p35,p35p36,p36p37,p37p38,p38p39,p39p40,p40p41,p41p42,p42p43,p43p44,p44p45,p45p46,p46p47,p47p48,p48p49,p49p50,p50p51,p51p52,p52p53,p53p54,p54p55,p55p56,p56p57,p57p58,p58p59,p59p60,p60p61,p61p62,p62p63,p63p64,p64p65,p65p66,p66p67,p67p68,p68p69,p69p70,p70p71,p71p72,p72p73,p73p74,p74p75,p75p76,p76p77,p77p78,p78p79,p79p80,p80p81,p81p82,p82p83,p83p84,p84p85,p85p86,p86p87,p87p88,p88p89,p89p90,p90p91,p91p92,p92p93,p93p94,p94p95,p95p96,p96p97,p97p98,p98p99,p99p100
RS (RSD),-64318.074,-22336.753,-10334.927,-6936.605,-4847.633,-3340.035,-2216.967,-1360.616,-704.130,-177.065,274.040,635.604,936.147,1198.838,1451.591,1699.580,1936.962,2177.003,2410.981,2673.334,2957.116,3282.716,3649.928,4018.332,4401.925,4825.240,5286.052,5771.095,6278.034,6820.104,7389.597,7961.722,8557.808,9179.205,9809.127,10468.144,11135.334,11788.516,12435.371,13072.353,13712.655,14390.200,15088.210,15795.071,16541.216,17321.635,18131.550,18928.438,19711.201,20512.376,21330.235,22184.627,23062.762,23965.983,24870.385,25774.853,26715.308,27717.600,28775.793,29850.205,30979.967,32167.811,33378.603,34630.821,35927.617,37283.162,38695.584,40133.347,41656.435,43276.431,44938.117,46671.017,48533.840,50533.465,52626.101,54811.206,57123.817,59597.451,62201.602,64932.655,67820.792,70932.438,74349.021,78029.739,81990.480,86288.624,91006.595,96270.406,102221.697,108977.536,116771.397,125975.563,136978.642,150425.682,167563.644,189838.601,220764.780,267953.351,355290.796,485807.037
RU (RUB),-118856.378,-39878.501,-16176.100,-9934.963,-6578.339,-4410.526,-2842.188,-1683.685,-788.067,-52.700,554.769,1029.076,1443.274,1801.876,2115.795,2425.165,2728.117,3044.420,3337.781,3648.730,3998.720,4431.123,4911.701,5369.738,5839.743,6377.192,6977.947,7564.619,8163.629,8825.933,9498.676,10175.984,10906.380,11661.037,12423.736,13227.846,14041.815,14825.400,15652.809,16494.109,17289.365,18129.230,19017.093,19919.237,20854.751,21842.043,22867.834,23860.259,24842.232,25857.797,26914.725,28024.479,29152.800,30327.856,31507.097,32679.163,33886.829,35184.343,36573.926,37999.640,39518.499,41096.207,42692.236,44367.079,46113.928,47959.676,49925.162,51934.715,54097.044,56441.649,58835.278,61341.177,64062.236,66983.327,70045.289,73217.609,76646.791,80412.614,84408.260,88604.536,93001.874,97851.945,103239.042,109081.394,115412.385,122597.501,130507.942,139171.932,149109.736,160277.078,173450.224,189307.498,208099.330,231039.969,260050.768,297795.662,350453.280,430382.192,581565.527,808731.855
RW (RWF),-18224.077,-5955.185,-2166.993,-1240.509,-788.195,-526.581,-348.909,-222.265,-124.526,-44.163,22.777,75.688,122.630,164.334,196.591,227.065,259.086,290.284,317.256,344.737,375.521,413.854,456.494,496.564,537.001,585.418,642.076,694.888,747.195,805.884,865.301,928.149,995.728,1063.071,1131.311,1202.609,1275.527,1346.192,1425.064,1506.826,1578.739,1653.453,1735.158,1819.218,1904.750,1996.067,2090.948,2182.324,2275.307,2370.784,2470.249,2574.461,2680.616,2793.696,2907.727,3020.614,3135.551,3260.945,3395.801,3535.921,3687.153,3840.443,3995.300,4162.700,4337.455,4520.613,4718.274,4920.111,5138.550,5379.387,5626.508,5887.520,6171.658,6477.066,6797.590,7127.100,7491.737,7896.065,8323.672,8777.487,9254.864,9789.788,10385.690,11038.891,11753.180,12587.910,13513.228,14511.446,15659.714,16945.872,18462.172,20285.172,22436.428,25056.382,28330.795,32579.260,38560.625,47681.127,65479.154,92701.008
SA (SAR),-557237.406,-179219.419,-60753.883,-33211.501,-20609.568,-13888.063,-9564.901,-6564.155,-4274.535,-2403.206,-810.962,457.528,1599.153,2658.413,3386.609,4024.794,4758.154,5399.626,5893.742,6375.081,6903.638,7557.686,8293.058,8975.846,9651.994,10519.933,11593.546,12569.504,13509.612,14555.894,15626.322,16843.905,18122.388,19337.188,20581.599,21858.071,23176.999,24485.195,26028.008,27640.071,28947.966,30282.019,31802.899,33387.128,34971.793,36694.995,38474.201,40179.829,41986.099,43811.618,45715.845,47704.247,49732.826,51953.597,54206.663,56425.825,58656.624,61147.257,63823.143,66640.918,69734.927,72780.007,75856.745,79311.867,82911.495,86630.242,90697.459,94841.606,99342.139,104386.017,109610.486,115184.364,121260.306,127809.973,134692.316,141719.801,149665.059,158557.737,167937.252,177978.998,188625.965,200731.937,214250.403,229272.042,245852.422,265575.808,287606.487,311164.351,338254.336,368592.728,404247.712,446928.202,497168.960,558171.376,633388.327,730631.261,869052.351,1081890.395,1511713.013,2183666.992
SB (SBD),-23854.821,-8120.093,-3482.541,-2218.443,-1502.778,-1015.782,-654.841,-383.912,-175.066,-4.470,137.042,247.339,342.685,425.072,500.538,575.262,647.084,722.700,794.249,871.490,957.943,1063.478,1181.175,1294.524,1411.601,1543.525,1688.700,1834.222,1984.609,2148.997,2317.001,2484.207,2663.387,2850.342,3039.410,3238.845,3440.150,3634.477,3834.607,4035.677,4231.140,4438.558,4655.189,4874.411,5103.701,5344.767,5594.970,5837.773,6076.181,6322.675,6578.531,6847.075,7120.201,7402.503,7685.367,7966.964,8258.347,8570.183,8902.961,9242.575,9602.699,9979.793,10361.845,10759.111,11172.726,11609.790,12072.219,12544.753,13051.207,13596.436,14152.888,14733.746,15363.184,16038.929,16747.007,17483.173,18271.112,19131.567,20044.837,21000.197,22002.146,23099.254,24315.504,25630.294,27050.027,28634.760,30375.438,32297.456,34495.155,36971.671,39885.834,43386.950,47547.161,52629.009,59080.480,67477.738,79160.993,96898.849,130090.146,179760.657
SC (SCR),-77554.460,-25775.370,-10067.038,-6033.528,-3936.324,-2631.015,-1705.030,-1028.989,-505.970,-75.828,279.677,558.215,802.791,1015.645,1195.223,1370.639,1545.642,1725.560,1889.488,2061.112,2254.396,2494.285,2760.670,3013.237,3271.113,3569.656,3907.744,4232.509,4561.030,4926.612,5297.057,5674.681,6082.490,6499.813,6921.639,7365.591,7816.271,8250.250,8716.551,9194.111,9635.978,10100.505,10596.369,11102.029,11623.229,12174.968,12748.501,13302.495,13854.693,14425.091,15019.132,15642.626,16276.824,16941.518,17609.479,18272.606,18953.505,19687.898,20475.859,21287.440,22155.214,23050.415,23955.397,24912.823,25912.100,26966.254,28093.567,29245.985,30488.700,31843.149,33227.339,34680.113,36259.214,37954.715,39732.594,41569.985,43570.764,45775.067,48111.856,50574.019,53155.532,56017.166,59198.944,62659.601,66419.977,70732.387,75489.519,80672.039,86624.786,93304.533,101187.125,110677.620,121906.924,135606.796,152874.078,175324.797,206724.149,254424.211,345464.359,482892.275
SD (SDG),-5290.254,-1824.298,-821.936,-541.779,-375.003,-256.493,-167.550,-99.950,-48.059,-6.057,29.218,56.937,80.486,100.926,120.279,139.363,157.575,176.492,194.694,214.757,236.883,263.217,292.782,321.775,351.893,385.420,421.941,459.622,498.916,541.308,585.132,628.711,674.800,723.032,771.878,823.258,875.118,925.524,976.162,1026.371,1076.334,1129.415,1184.315,1239.797,1298.257,1359.515,1423.050,1485.051,1545.752,1608.275,1672.712,1740.203,1809.076,1879.934,1950.857,2021.606,2095.043,2173.457,2256.703,2341.277,2430.555,2524.477,2619.894,2718.594,2821.059,2928.882,3042.072,3157.506,3280.510,3412.017,3546.451,3686.578,3837.887,4000.369,4170.566,4348.080,4536.531,4740.490,4956.440,5182.068,5419.562,5677.528,5962.486,6269.874,6600.882,6963.857,7362.062,7805.047,8308.867,8878.829,9544.551,10339.398,11287.128,12445.097,13918.989,15836.316,18500.113,22554.146,30083.860,41346.948
SE (SEK),-187484.059,-65328.417,-30567.043,-20618.881,-14420.240,-9944.109,-6643.692,-4128.738,-2199.207,-654.016,687.007,1777.799,2673.710,3460.395,4222.518,4970.037,5687.795,6402.953,7103.687,7895.521,8743.256,9692.516,10761.873,11848.641,12980.077,14223.103,15579.106,17016.862,18518.257,20118.478,21818.795,23540.819,25321.105,27172.495,29049.476,31005.603,32990.442,34940.471,36865.295,38760.311,40667.948,42678.717,44749.726,46851.360,49066.442,51382.195,53786.852,56166.402,58512.780,60905.392,63336.983,65875.682,68497.677,71196.724,73902.354,76613.392,79435.452,82437.789,85597.454,88810.800,92182.364,95721.046,99335.340,103076.180,106947.342,110981.157,115168.997,119432.056,123934.983,128711.960,133623.482,138747.840,144241.384,150133.813,156293.479,162722.961,169525.118,176747.928,184322.197,192292.901,200738.010,209788.549,219678.402,230325.084,241786.541,254194.191,267826.850,283037.636,300182.346,319673.826,341973.960,368101.619,399357.931,437571.219,486305.713,549647.088,637517.425,771638.877,1019375.697,1388192.418
SG (SGD),-393831.549,-135421.381,-60352.153,-39472.321,-27189.581,-18539.781,-12056.407,-7140.751,-3363.758,-298.359,2265.401,4272.828,5987.619,7473.533,8870.806,10250.987,11568.761,12945.602,14264.966,15711.210,17313.988,19237.384,21392.679,23494.312,25674.808,28109.065,30765.362,33486.053,36318.281,39383.998,42541.615,45678.085,49008.612,52494.401,56023.278,59739.216,63488.543,67125.062,70800.217,74455.895,78075.242,81921.478,85907.713,89936.161,94174.248,98618.555,103228.378,107718.795,112115.561,116650.497,121335.527,126246.174,131250.630,136403.273,141561.559,146704.185,152038.800,157737.361,163796.211,169957.536,176468.894,183314.227,190262.829,197456.208,204930.218,212807.209,221094.334,229551.189,238577.654,248244.562,258120.076,268415.423,279544.555,291494.830,304013.921,317062.077,330937.896,345997.533,361959.165,378633.186,396162.377,415243.785,436346.770,459120.981,483659.035,510683.337,540334.919,573267.262,610782.241,653176.464,702822.340,762228.455,832995.840,919459.249,1029454.654,1172579.082,1371471.915,1673918.913,2236498.262,3077870.425
SI (EUR),-367977.688,-119863.604,-43891.526,-26943.015,-17462.790,-9920.002,-4227.667,-963.468,-112.050,6.737,83.616,342.093,877.969,1466.849,2026.700,2954.998,4500.509,6460.435,8658.330,10971.346,12919.879,14533.254,16198.938,17878.493,19379.224,20688.549,21700.958,22541.578,23669.305,25023.807,26283.300,27252.415,28165.257,29133.480,30260.316,31595.994,32914.731,34281.023,35542.893,36493.283,37319.042,38418.237,39832.578,41331.823,42869.607,44291.378,45645.979,47030.499,48372.914,49889.497,51457.497,53115.949,54611.430,55993.870,57634.291,59246.180,61081.078,63279.072,65493.909,67749.463,69995.309,71984.065,73741.985,75703.298,78052.376,80922.172,83845.467,86283.709,88582.657,91509.518,95159.302,98650.374,102919.452,107695.874,111845.275,116181.523,120831.035,125045.624,129594.083,135745.218,142613.331,149261.505,156636.863,164914.859,172493.808,179847.865,187638.133,195859.162,206816.242,221865.261,237876.856,255656.971,279936.753,310340.524,350981.425,404023.170,486050.085,617924.392,783384.340,937238.986
SK (EUR),-234370.108,-89521.255,-53970.894,-37639.567,-24550.183,-17148.892,-11784.124,-6937.850,-3165.342,-905.334,14.666,550.534,1265.437,2206.872,3665.560,5411.699,7010.502,8153.423,9027.057,10003.013,11151.236,12308.033,13250.822,14172.965,15180.058,16157.029,17214.099,18499.504,19788.407,20935.953,22315.897,23745.592,24920.101,25803.662,26517.212,27406.301,28357.663,29264.690,30190.330,31125.560,31986.107,32882.981,33855.439,34844.933,36019.329,37196.997,38334.729,39519.616,40533.929,41455.170,42493.964,43866.349,45128.176,46232.515,47473.020,48432.392,49561.888,51127.412,52608.662,54111.122,55564.847,57074.752,58790.657,60429.961,61897.674,63417.846,64983.143,66849.429,69084.843,71005.957,73016.983,75476.785,77981.148,80383.866,83104.155,85880.965,88808.607,91925.326,94578.040,97614.661,101301.656,105030.392,109080.536,113481.306,118444.568,123929.484,129205.129,134716.894,141344.730,150694.661,160520.104,168253.407,179034.725,195462.960,217333.579,249137.604,289190.719,338941.233,443188.920,596979.091
SL (SLL),-9264.048,-3178.816,-1405.423,-914.056,-627.394,-426.919,-276.890,-163.380,-76.097,-5.124,54.085,100.361,140.026,174.350,206.480,238.236,268.576,300.374,330.773,363.957,400.850,445.322,495.105,543.489,593.633,649.724,711.026,773.511,838.465,908.932,981.348,1053.274,1129.832,1209.942,1291.018,1376.440,1462.626,1546.113,1630.827,1715.295,1798.609,1887.134,1979.022,2071.905,2169.495,2271.890,2378.111,2481.474,2582.715,2687.218,2795.330,2908.696,3024.140,3143.092,3262.188,3380.880,3503.945,3635.455,3775.394,3917.815,4068.436,4226.677,4387.228,4553.567,4726.474,4908.863,5101.011,5297.171,5506.754,5731.479,5960.968,6200.257,6459.090,6737.019,7028.185,7331.504,7654.482,8005.593,8377.907,8766.892,9175.537,9620.989,10113.944,10646.131,11219.773,11853.431,12548.825,13320.214,14199.816,15193.102,16357.980,17753.530,19414.986,21444.874,24026.189,27385.403,32054.472,39151.118,52366.598,72130.400
SM (EUR),-283587.234,-98539.321,-45680.344,-30691.666,-21455.914,-14787.856,-9827.855,-6045.895,-3146.438,-819.901,1175.643,2778.793,4108.585,5271.725,6392.217,7491.299,8543.880,9605.538,10641.419,11804.559,13060.445,14495.744,16114.651,17742.293,19437.161,21306.133,23341.242,25486.311,27728.066,30123.712,32644.990,35181.170,37820.029,40569.705,43357.233,46271.762,49223.459,52114.951,54976.299,57793.287,60626.117,63622.003,66708.066,69834.122,73133.510,76584.050,80165.445,83692.289,87158.672,90704.270,94320.606,98097.941,101983.352,105980.179,109982.744,113986.764,118150.757,122587.508,127269.184,132023.482,137020.821,142273.877,147630.212,153170.413,158906.896,164899.782,171139.990,177491.785,184217.049,191367.079,198703.972,206355.843,214577.808,223402.668,232636.621,242278.470,252482.020,263382.838,274851.439,286885.423,299616.418,313321.120,328358.013,344555.391,361985.618,380889.937,401643.617,424799.880,450966.587,480678.893,514910.420,555285.897,603560.483,662560.328,737762.690,835502.748,971189.667,1178254.595,1561379.608,2133680.814
SN (XOF),-13680.632,-4709.883,-2108.738,-1383.727,-955.112,-652.093,-424.805,-252.294,-119.797,-12.378,77.606,148.158,208.294,260.440,309.617,358.161,404.496,452.802,499.168,550.108,606.454,673.855,749.442,823.309,899.989,985.492,1078.719,1174.495,1274.275,1382.130,1493.379,1603.919,1721.112,1843.772,1967.965,2098.691,2230.603,2358.656,2487.746,2615.980,2743.217,2878.421,3018.424,3159.904,3308.847,3464.989,3626.939,3784.802,3939.359,4098.688,4263.137,4435.457,4611.157,4791.996,4973.017,5153.532,5340.835,5540.883,5753.449,5969.521,6197.765,6437.793,6681.522,6933.743,7195.716,7471.651,7761.698,8057.609,8373.244,8711.035,9056.201,9416.011,9804.791,10222.271,10659.603,11115.552,11600.068,12125.345,12681.868,13263.242,13874.733,14539.787,15274.968,16068.224,16922.705,17862.069,18892.681,20038.122,21342.129,22816.376,24541.087,26603.137,29060.472,32062.873,35883.269,40853.844,47760.487,58266.480,77796.109,107005.636
SO (SOS),-10346.770,-3509.704,-1485.287,-937.805,-631.727,-425.994,-274.302,-160.860,-73.339,-1.729,57.573,103.788,143.854,178.470,209.863,240.938,270.912,302.461,332.181,364.118,399.937,443.824,492.716,539.659,588.074,642.810,703.245,763.428,825.452,893.454,962.822,1032.002,1106.284,1183.648,1261.869,1344.386,1427.722,1508.085,1591.353,1675.269,1756.319,1842.250,1932.239,2023.384,2118.518,2218.623,2322.551,2423.316,2522.410,2624.897,2731.372,2843.152,2956.813,3074.485,3192.427,3309.796,3431.132,3561.083,3699.897,3841.743,3992.318,4149.717,4309.117,4475.181,4648.171,4831.017,5024.793,5222.853,5435.357,5664.526,5898.394,6142.670,6407.531,6691.864,6989.824,7299.347,7631.400,7994.570,8380.060,8783.648,9206.744,9670.852,10185.638,10742.513,11344.317,12018.887,12760.203,13577.128,14512.082,15564.840,16804.743,18295.459,20065.549,22227.524,24969.895,28539.289,33508.178,41050.348,55196.447,76380.047
SR (SRD),-38520.682,-12823.882,-5042.637,-3035.474,-1985.560,-1327.688,-859.268,-516.543,-251.416,-33.406,146.720,287.757,411.476,519.019,610.390,699.823,788.707,880.397,964.235,1052.208,1151.294,1274.185,1410.655,1540.166,1672.524,1825.380,1998.051,2164.408,2332.977,2520.364,2710.312,2903.450,3112.008,3325.837,3541.960,3769.515,4000.381,4222.656,4460.721,4704.228,4930.449,5168.483,5422.099,5680.548,5947.233,6229.381,6522.654,6806.011,7088.044,7379.455,7682.915,8001.456,8325.434,8664.572,9005.290,9343.610,9691.235,10065.875,10467.718,10881.316,11323.232,11779.729,12241.257,12728.763,13237.522,13774.428,14348.149,14934.673,15566.923,16255.354,16958.743,17696.627,18498.539,19359.517,20262.268,21195.656,22210.668,23328.296,24513.298,25761.125,27069.227,28517.939,30128.436,31879.095,33780.389,35956.798,38356.738,40973.781,43979.107,47352.254,51332.747,56125.260,61797.383,68718.292,77447.018,88797.619,104664.644,128764.052,174680.523,243928.036
SS (SSP),-4618.374,-1559.261,-648.082,-404.385,-270.392,-181.831,-117.031,-68.819,-31.586,-1.068,24.167,43.841,60.956,75.748,88.972,102.046,114.730,128.050,140.521,153.842,168.812,187.228,207.720,227.328,247.508,270.428,295.861,320.972,346.753,375.124,404.007,432.911,464.015,496.312,528.959,563.396,598.205,631.738,666.765,702.204,736.127,772.039,809.794,848.081,887.933,929.919,973.523,1015.758,1057.391,1100.456,1145.238,1192.259,1240.064,1289.673,1339.422,1388.903,1439.987,1494.765,1553.348,1613.313,1677.062,1743.532,1810.813,1881.108,1954.378,2031.827,2114.078,2198.163,2288.500,2386.144,2485.797,2589.979,2703.019,2824.366,2951.542,3083.505,3225.523,3381.135,3546.299,3719.431,3900.875,4100.373,4321.796,4561.563,4820.966,5113.314,5434.822,5788.189,6193.037,6648.472,7185.329,7831.227,8597.493,9533.227,10718.725,12261.558,14411.114,17673.489,23813.196,33018.510
ST (STN),-19354.953,-6501.699,-2649.699,-1632.323,-1082.847,-726.377,-467.907,-276.704,-128.920,-7.611,92.610,170.833,239.099,298.175,350.106,401.323,451.385,503.715,552.349,603.978,662.068,733.788,813.518,889.557,967.629,1056.785,1156.297,1253.674,1353.211,1463.172,1574.905,1687.249,1808.365,1933.631,2060.235,2193.729,2328.820,2458.884,2595.929,2735.146,2867.067,3006.460,3153.657,3303.165,3458.311,3621.993,3792.040,3956.594,4119.284,4287.558,4462.656,4646.509,4833.440,5027.970,5223.160,5417.194,5617.199,5831.996,6061.978,6297.834,6548.990,6810.079,7074.224,7351.170,7639.986,7945.190,8270.032,8602.146,8959.415,9346.557,9741.764,10155.387,10604.467,11086.548,11591.867,12115.552,12681.151,13302.014,13960.821,14652.454,15377.209,16176.105,17063.333,18025.245,19067.275,20248.328,21548.307,22973.086,24607.000,26443.430,28609.481,31216.693,34307.027,38079.878,42852.802,49063.078,57724.632,70871.337,95712.820,133021.939
SV (USD),-36512.308,-12634.288,-5767.555,-3837.619,-2670.983,-1834.030,-1206.632,-728.655,-362.074,-66.613,183.361,381.227,547.829,692.884,831.320,967.362,1097.348,1230.996,1360.278,1503.784,1660.950,1845.296,2052.739,2258.069,2471.709,2708.585,2966.304,3234.867,3515.259,3816.636,4129.983,4442.625,4771.182,5114.667,5462.658,5827.971,6197.086,6557.048,6915.883,7270.352,7625.103,8001.542,8389.951,8782.727,9197.189,9631.087,10081.180,10521.837,10953.481,11397.096,11852.400,12328.687,12816.100,13317.173,13818.810,14319.602,14839.828,15394.980,15982.945,16579.924,17208.871,17870.913,18544.222,19240.486,19962.381,20720.047,21512.779,22320.439,23178.799,24094.476,25031.700,26008.638,27061.765,28192.490,29376.589,30612.514,31922.234,33333.210,34823.896,36383.026,38027.499,39807.732,41770.058,43885.607,46162.548,48645.805,51370.162,54406.318,57850.740,61753.282,66290.263,71685.041,78125.622,85995.488,96018.505,109051.624,127154.203,154739.434,205888.070,282408.511
SX (ANG),-133532.024,-45514.501,-19619.521,-12540.533,-8513.361,-5760.154,-3715.829,-2179.146,-995.132,-28.514,773.822,1399.308,1939.376,2406.142,2835.246,3260.107,3667.991,4097.343,4504.238,4944.303,5436.409,6036.142,6705.345,7350.609,8017.505,8768.088,9592.963,10421.999,11279.631,12216.005,13173.682,14126.250,15146.063,16210.872,17287.795,18423.641,19570.035,20677.119,21814.613,22956.021,24068.380,25249.139,26480.991,27727.306,29031.843,30402.926,31825.844,33207.145,34562.776,35964.185,37418.130,38944.059,40496.236,42099.630,43705.949,45305.387,46960.988,48732.290,50621.809,52549.194,54592.118,56732.613,58901.746,61155.637,63501.826,65980.529,68601.429,71279.315,74148.060,77234.490,80384.580,83672.170,87233.812,91057.556,95064.084,99230.980,103686.967,108550.014,113711.177,119108.730,124770.611,130965.885,137832.340,145253.327,153264.199,162191.378,171995.390,182828.941,195211.577,209169.589,225587.473,245305.473,268742.187,297372.079,333728.985,381051.048,446878.544,546832.046,733706.658,1013308.190
SY (SYP),-41647.218,-13366.231,-4486.857,-2437.337,-1508.253,-1018.597,-706.337,-490.400,-326.106,-192.032,-77.427,13.918,96.350,173.522,225.566,270.436,322.889,367.765,401.396,433.843,469.290,513.042,562.391,608.098,653.184,712.022,785.631,852.443,916.530,987.491,1060.373,1144.580,1232.400,1315.038,1399.972,1486.712,1576.460,1666.035,1772.755,1884.275,1973.336,2063.889,2168.003,2276.665,2385.045,2503.426,2625.386,2742.189,2866.959,2992.570,3123.687,3260.513,3400.117,3553.783,3709.870,3863.443,4017.470,4190.316,4375.858,4571.748,4787.638,4998.880,5212.350,5453.944,5705.488,5964.537,6248.575,6537.883,6852.221,7205.527,7572.278,7964.297,8391.715,8852.770,9337.343,9831.588,10392.377,11021.170,11684.217,12394.986,13149.888,14010.400,14971.725,16042.859,17227.144,18638.935,20218.130,21905.251,23844.771,26017.383,28569.061,31620.559,35211.454,39568.968,44928.178,51852.151,61728.915,76942.901,107862.930,156399.412
SZ (SZL),-46672.823,-14848.057,-4782.192,-2531.321,-1551.793,-1062.243,-762.046,-557.422,-404.652,-281.168,-172.706,-86.612,-7.715,70.125,118.181,155.691,203.786,239.980,262.219,282.255,303.307,328.686,358.141,384.885,410.633,448.691,499.757,546.996,591.782,638.462,688.292,751.729,814.378,870.099,929.090,987.563,1048.078,1111.336,1191.100,1273.645,1333.832,1394.268,1467.354,1544.058,1619.546,1704.812,1790.856,1872.704,1965.137,2055.637,2150.971,2250.203,2351.289,2466.110,2583.603,2698.335,2812.230,2944.316,3084.716,3235.233,3405.129,3565.923,3728.571,3921.442,4121.371,4323.234,4547.724,4776.161,5024.843,5308.454,5607.146,5929.741,6281.882,6663.418,7064.741,7472.034,7941.907,8474.509,9036.457,9641.586,10291.083,11040.838,11880.405,12830.946,13891.585,15163.076,16596.728,18126.930,19881.612,21852.391,24158.824,26900.401,30123.234,34021.112,38748.619,44835.915,53621.576,67305.577,96094.949,142294.161
TC (USD),-51292.122,-17483.500,-7537.360,-4818.143,-3271.062,-2213.262,-1427.787,-837.344,-382.383,-10.986,297.312,537.650,745.127,924.457,1089.349,1252.638,1409.363,1574.304,1730.689,1899.762,2088.863,2319.334,2576.492,2824.414,3080.697,3369.113,3686.064,4004.668,4334.209,4694.036,5062.079,5428.128,5819.991,6229.159,6642.994,7079.482,7520.006,7945.459,8382.531,8821.109,9248.556,9702.253,10175.638,10654.516,11155.804,11682.663,12229.403,12760.199,13281.127,13819.604,14378.303,14964.662,15561.085,16177.195,16794.423,17408.978,18045.165,18725.783,19451.805,20192.363,20977.351,21799.820,22633.275,23499.349,24400.812,25353.221,26360.222,27389.146,28491.378,29677.271,30887.567,32150.705,33519.136,34988.292,36527.644,38128.636,39840.658,41709.066,43692.003,45765.748,47941.044,50321.240,52959.275,55810.328,58888.011,62317.597,66084.017,70246.042,75003.177,80365.484,86672.811,94247.894,103251.688,114250.524,128217.957,146397.972,171687.220,210086.966,281878.193,389291.760
TD (XAF),-12596.706,-4330.441,-1928.195,-1260.308,-867.790,-591.579,-384.580,-227.670,-107.096,-9.219,72.618,136.682,191.426,238.861,283.439,327.476,369.527,413.479,455.582,501.715,552.859,614.269,683.073,750.137,819.709,897.397,982.183,1068.979,1159.318,1257.127,1357.845,1457.883,1564.141,1675.352,1787.933,1906.491,2026.112,2142.116,2259.409,2376.109,2491.602,2614.335,2741.557,2870.127,3005.370,3147.203,3294.320,3437.607,3577.910,3722.637,3872.176,4028.926,4188.657,4353.130,4517.785,4681.934,4852.199,5034.092,5227.503,5424.199,5632.092,5850.631,6072.453,6302.108,6540.736,6792.259,7056.919,7327.011,7615.333,7924.151,8239.620,8568.507,8924.054,9305.836,9705.793,10122.627,10565.968,11047.224,11557.337,12090.221,12650.388,13260.253,13934.790,14662.770,15447.170,16311.338,17259.542,18312.509,19512.146,20867.695,22455.396,24355.517,26618.874,29384.228,32902.045,37479.457,43840.596,53513.113,71507.146,98418.099
TG (XOF),-7606.170,-2613.727,-1161.960,-758.631,-521.990,-355.694,-231.106,-136.702,-64.149,-5.233,44.004,82.533,115.479,144.020,170.815,197.290,222.576,249.021,274.339,302.061,332.812,369.771,411.171,451.496,493.321,540.044,591.051,643.214,697.493,756.286,816.801,876.903,940.775,1007.621,1075.287,1146.555,1218.459,1288.171,1358.716,1428.938,1498.380,1572.175,1648.693,1726.024,1807.348,1892.645,1981.121,2067.275,2151.641,2238.679,2328.638,2422.943,2519.027,2617.977,2717.038,2815.788,2918.209,3027.630,3144.003,3262.369,3387.492,3519.006,3652.482,3790.692,3934.316,4085.729,4245.096,4407.745,4581.411,4767.465,4957.512,5155.650,5369.877,5599.911,5840.897,6092.027,6359.196,6649.310,6956.856,7278.134,7615.811,7983.551,8390.342,8829.394,9302.511,9824.057,10396.338,11031.697,11755.699,12573.681,13532.044,14679.277,16045.655,17715.075,19838.587,22601.795,26441.918,32280.478,43144.543,59392.062
TH (THB),-98547.689,-32676.556,-12642.352,-7530.866,-4895.402,-3270.492,-2123.870,-1289.269,-643.601,-112.468,326.719,671.189,974.056,1238.126,1458.662,1673.446,1888.894,2109.259,2308.991,2517.432,2752.126,3043.648,3367.347,3673.898,3986.465,4349.602,4762.353,5157.227,5555.670,5999.694,6449.447,6909.640,7406.623,7913.764,8426.447,8965.681,9513.544,10041.278,10610.925,11195.338,11732.928,12297.344,12901.466,13518.137,14152.759,14825.163,15524.176,16199.118,16873.332,17569.422,18294.430,19055.272,19829.292,20641.988,21458.998,22269.831,23101.601,23999.755,24963.812,25957.795,27021.681,28117.057,29224.260,30398.362,31623.911,32916.023,34299.311,35713.293,37238.827,38903.810,40605.974,42393.745,44337.403,46424.517,48613.235,50873.741,53340.070,56059.456,58941.509,61980.853,65168.368,68706.380,72641.186,76924.461,81582.138,86937.240,92847.831,99278.450,106666.846,114955.036,124735.624,136510.550,150437.703,167425.818,188817.422,216624.594,255543.554,314685.964,427849.000,598909.782
